delta_t_ms
3041
46
2419
847
6994
1343
2006
226
1273
2371
3877
831
3059
1343
863
1183
337
742
1103
125
1569
575
403
1161
1526
2651
1562
3103
1375
3249
4370
1697
2073
5551
